ticker,ritter_ticker,name,first_trade,yf_first_trade,year,offer_price,adr,ritter_shares,edgar_shares,yf_shares,est_edgar,est_yf,est_ritter,mcap_listing_b,mcap_src,mcap_conf,match_method,bucket,reason
DOCS,DOCS,Doximity Inc,2021-06-24,2021-06-24,2021,26.0,1.0,178207520.0,185207000.0,23300000.0,4.815382,0.6058,4.63339552,4.72438876,auto:edgar+ritter,high,ticker+date,considered,~$4.7B at listing (<$5B)
ARMK,ARMK,ARAMARK Holdings Corp,2013-12-12,2013-12-12,2013,20.0,1.0,,230229672.0,240522000.0,4.60459344,4.81044,,4.70751672,auto:edgar+yf,high,ticker+date,considered,~$4.7B at listing (<$5B)
FLNC,FLNC,Fluence Energy Inc,2021-10-28,2021-10-28,2021,28.0,1.0,166666665.0,,49493300.0,,1.3858124,4.66666662,4.66666662,ritter-anchor,med,ticker+date,considered,~$4.7B at listing (<$5B)
WDAY,WDAY,Workday Inc,2012-10-11,2012-10-12,2012,28.0,1.0,163703000.0,166000000.0,192000000.0,4.648,5.376,4.583684,4.648,auto:edgar+ritter+yf,high,ticker+date,considered,~$4.6B at listing (<$5B)
VOYA,VOYA,ING US Inc,2013-05-01,2013-05-02,2013,19.5,1.0,,260769230.0,215327000.0,5.084999985,4.1988765,,4.6419382425,auto:edgar+yf,high,ticker+date,considered,~$4.6B at listing (<$5B)
CQH,CQH,Cheniere Energy Partners LP H,2013-12-13,2013-12-13,2013,20.0,1.0,,,231700000.0,,4.634,,4.634,single:yf,low,ticker+date,considered,~$4.6B at listing (<$5B)
SANA,SANA,Sana Biotechnology Inc,2021-02-04,2021-02-04,2021,25.0,1.0,,187675648.0,182315008.0,4.6918912,4.5578752,,4.624883199999999,auto:edgar+yf,high,ticker+date,considered,~$4.6B at listing (<$5B)
AXTA,AXTA,Axalta Coating Systems Ltd,2014-11-12,2014-11-12,2014,19.5,1.0,,229784358.0,237844000.0,4.480794981,4.637958,,4.5593764905,auto:edgar+yf,high,ticker+date,considered,~$4.6B at listing (<$5B)
VVV,VVV,Valvoline Inc,2016-09-23,2016-09-23,2016,22.0,1.0,,204530203.0,204500000.0,4.499664466,4.499,,4.499332233,auto:edgar+yf,high,ticker+date,considered,~$4.5B at listing (<$5B)
YOU,YOU,Clear Secure Inc,2021-06-30,2021-06-30,2021,31.0,1.0,144790528.0,,144791008.0,,4.488521248,4.488506368,4.488513808,auto:ritter+yf,high,ticker+date,considered,~$4.5B at listing (<$5B)
DOCU,DOCU,DocuSign Inc,2018-04-27,2018-04-27,2018,29.0,1.0,,156585256.0,152108992.0,4.540972424,4.411160768,,4.476066596,auto:edgar+yf,high,ticker+date,considered,~$4.5B at listing (<$5B)
DT,DT,Dynatrace Inc,2019-08-01,2019-08-01,2019,16.0,1.0,,280456811.0,275537984.0,4.487308976,4.408607744,,4.4479583599999994,auto:edgar+yf,high,ticker+date,considered,~$4.4B at listing (<$5B)
ARD,ARD,Ardagh Group SA,2017-03-15,nan,2017,19.0,1.0,233896000.0,,,,,4.444024,4.444024,ritter-anchor,med,ticker+date,considered,~$4.4B at listing (<$5B)
CRCT,CRCT,Cricut Inc,2021-03-25,2021-03-26,2021,20.0,1.0,221366104.0,221365580.0,221366000.0,4.4273116,4.42732,4.42732208,4.42732,auto:edgar+ritter+yf,high,ticker+date,considered,~$4.4B at listing (<$5B)
NET,NET,Cloudflare Inc,2019-09-13,2019-09-13,2019,15.0,1.0,293343687.0,,81360704.0,,1.22041056,4.400155305,4.400155305,ritter-anchor,med,ticker+date,considered,~$4.4B at listing (<$5B)
COUR,COUR,Coursera Inc,2021-03-31,2021-03-31,2021,33.0,1.0,,135770469.0,130271000.0,4.480425477,4.298943,,4.3896842385,auto:edgar+yf,high,ticker+date,considered,~$4.4B at listing (<$5B)
TEAM,TEAM,Atlassian Corp PLC,2015-12-09,2015-12-09,2015,21.0,1.0,208675129.0,,208000000.0,,4.368,4.382177709,4.3750888544999995,auto:ritter+yf,high,ticker+date,considered,~$4.4B at listing (<$5B)
ARX,ARX,Accelerant Holdings,2025-07-24,2025-07-24,2025,21.0,1.0,219986563.0,,195691008.0,,4.109511168,4.619717823,4.3646144955,auto:ritter+yf,high,ticker+date,considered,~$4.4B at listing (<$5B)
WRBY,WRBY,Warby Parker Inc,2021-09-29,2021-09-29,2021,40.0,1.0,108177575.0,113182975.0,77741904.0,4.527319,3.10967616,4.327103,4.327103,auto:edgar+ritter+yf,high,ticker+date,considered,direct listing (no underwriter/lockup) - excluded by spec
SABR,SABR,Sabre Corp,2014-04-17,2014-04-17,2014,16.0,1.0,,264531659.0,273974000.0,4.232506544,4.383584,,4.308045271999999,auto:edgar+yf,high,ticker+date,considered,~$4.3B at listing (<$5B)
LNKD,LNKD,LinkedIn Corp,2011-05-19,nan,2011,45.0,1.0,95675000.0,,,,,4.305375,4.305375,ritter-anchor,med,ticker+date,considered,~$4.3B at listing (<$5B)
EVHC,EVHC,Envision Healthcare Holdings,2013-08-14,2013-08-14,2013,23.0,1.0,,,186730000.0,,4.29479,,4.29479,single:yf,low,ticker+date,considered,~$4.3B at listing (<$5B)
GSKY,GSKY,GreenSky Inc,2018-05-24,nan,2018,23.0,1.0,186189384.0,,,,,4.282355832,4.282355832,ritter-anchor,med,ticker+date,considered,~$4.3B at listing (<$5B)
ETOR,ETOR,eToro Group Ltd.,2025-05-14,nan,2025,52.0,1.0,81915536.0,,,,,4.259607872,4.259607872,ritter-anchor,med,ticker+date,considered,~$4.3B at listing (<$5B)
DV,DV,DoubleVerify Holdings Inc,2021-04-21,2021-04-21,2021,27.0,1.0,,157201888.0,155395008.0,4.244450976,4.195665216,,4.220058096000001,auto:edgar+yf,high,ticker+date,considered,~$4.2B at listing (<$5B)
WRD,WRD,WeRide Inc.,2024-10-25,2024-10-25,2024,15.5,2.0,823477535.0,,271377984.0,,4.206358752,,4.206358752,single:yf,low,ticker+date,considered,~$4.2B at listing (<$5B)
RXT,RXT,Rackspace Technology Inc,2020-08-05,2020-08-05,2020,21.0,1.0,,199131909.0,199056992.0,4.181770089,4.180196832,,4.1809834605,auto:edgar+yf,high,ticker+date,considered,~$4.2B at listing (<$5B)
SHLS,SHLS,Shoals Technologies Group Inc,2021-01-27,2021-01-28,2021,25.0,1.0,166594358.0,,166594000.0,,4.16485,4.16485895,4.164854475,auto:ritter+yf,high,ticker+date,considered,~$4.2B at listing (<$5B)
NCLH,NCLH,Norwegian Cruise Line Hldg Ltd,2013-01-17,2013-01-18,2013,19.0,1.0,,203997492.0,229469000.0,3.875952348,4.359911,,4.117931674,auto:edgar+yf,high,ticker+date,considered,~$4.1B at listing (<$5B)
TRU,TRU,TransUnion,2015-06-25,2015-06-25,2015,22.5,1.0,,182219695.0,182264000.0,4.0999431375,4.10094,,4.10044156875,auto:edgar+yf,high,ticker+date,considered,~$4.1B at listing (<$5B)
FIT,FIT,Fitbit Inc,2015-06-18,nan,2015,20.0,1.0,204651000.0,,,,,4.09302,4.09302,ritter-anchor,med,ticker+date,considered,~$4.1B at listing (<$5B)
ULCC,ULCC,Frontier Group Holdings Inc,2021-04-01,2021-04-01,2021,19.0,1.0,,215427043.0,215078000.0,4.093113817,4.086482,,4.0897979085,auto:edgar+yf,high,ticker+date,considered,~$4.1B at listing (<$5B)
AMPL,AMPL,"Amplitude, Inc.",2021-09-28,2021-09-28,2021,35.0,1.0,102444655.0,,129562000.0,,4.53467,3.585562925,4.0601164625,auto:ritter+yf,high,ticker+date,considered,direct listing (no underwriter/lockup) - excluded by spec
AMWL,AMWL,American Well Corp,2020-09-17,2020-09-17,2020,18.0,1.0,225431862.0,234235243.0,,,,4.057773516,4.057773516,ritter-anchor,med,ticker+date,considered,~$4.1B at listing (<$5B)
ALSN,ALSN,Allison Transmission Hldg Inc,2012-03-14,2012-03-15,2012,23.0,1.0,,181374598.0,171032000.0,4.171615754,3.933736,,4.052675877,auto:edgar+yf,high,ticker+date,considered,~$4.1B at listing (<$5B)
AI,AI,C3.ai Inc,2020-12-09,2020-12-09,2020,42.0,1.0,95848002.0,3499992.0,96330600.0,0.146999664,4.0458852,4.025616084,4.035750642,auto:ritter+yf,high,ticker+date,considered,~$4.0B at listing (<$5B)
DH,DH,Definitive Healthcare Corp,2021-09-15,2021-09-15,2021,27.0,1.0,148356007.0,88263333.0,87528200.0,2.383109991,2.3632614,4.005612189,4.005612189,ritter-anchor,med,ticker+date,considered,~$4.0B at listing (<$5B)
BILI,BILI,Bilibili Inc,2018-03-28,2018-03-28,2018,11.5,2.0,278482784.0,,347820000.0,,3.99993,,3.99993,single:yf,low,ticker+date,considered,~$4.0B at listing (<$5B)
UDMY,UDMY,Udemy Inc,2021-10-29,2021-10-29,2021,29.0,1.0,,,137427008.0,,3.985383232,,3.985383232,single:yf,low,ticker+date,considered,~$4.0B at listing (<$5B)
CXM,CXM,Sprinklr Inc,2021-06-23,2021-06-23,2021,16.0,1.0,248089126.0,,19000000.0,,0.304,3.969426016,3.969426016,ritter-anchor,med,ticker+date,considered,~$4.0B at listing (<$5B)
FROG,FROG,JFrog Ltd,2020-09-16,2020-09-16,2020,44.0,1.0,,91193180.0,88675200.0,4.01249992,3.9017088,,3.9571043599999998,auto:edgar+yf,high,ticker+date,considered,~$4.0B at listing (<$5B)
CNM,CNM,Core & Main Inc,2021-07-23,2021-07-22,2021,20.0,1.0,154835000.0,,240875008.0,,4.81750016,3.0967,3.95710008,auto:ritter+yf,high,ticker+date,considered,~$4.0B at listing (<$5B)
BLND,BLND,Blend Labs Inc,2021-07-16,2021-07-16,2021,18.0,1.0,219593737.0,229762000.0,219594000.0,4.135716,3.952692,3.952687266,3.952692,auto:edgar+ritter+yf,high,ticker+date,considered,~$4.0B at listing (<$5B)
WOOF,WOOF,Petco Health & Wellness Co Inc,2021-01-14,2021-01-14,2021,18.0,1.0,219224140.0,,219224000.0,,3.946032,3.94603452,3.94603326,auto:ritter+yf,high,ticker+date,considered,~$3.9B at listing (<$5B)
LDI,LDI,loanDepot Inc,2021-02-11,2021-02-11,2021,14.0,1.0,312000000.0,,248439008.0,,3.478146112,4.368,3.9230730560000002,auto:ritter+yf,high,ticker+date,considered,~$3.9B at listing (<$5B)
HAYW,HAYW,Hayward Holdings Inc,2021-03-12,2021-03-12,2021,17.0,1.0,,231101257.0,229556992.0,3.928721369,3.902468864,,3.9155951164999996,auto:edgar+yf,high,ticker+date,considered,~$3.9B at listing (<$5B)
HEPS,HBX,D-MARKET Electronic Services &,2021-07-01,2021-07-01,2021,12.0,2.0,285998290.0,,325998016.0,,3.911976192,,3.911976192,single:yf,low,name+date(0.75),considered,~$3.9B at listing (<$5B)
VZIO,VZIO,Vizio Holding Corp,2021-03-25,nan,2021,21.0,1.0,183712248.0,,,,,3.857957208,3.857957208,ritter-anchor,med,ticker+date,considered,~$3.9B at listing (<$5B)
ACVA,ACVA,ACV Auctions Inc,2021-03-24,2021-03-24,2021,25.0,1.0,154151063.0,,154151008.0,,3.8537752,3.853776575,3.8537758875,auto:ritter+yf,high,ticker+date,considered,~$3.9B at listing (<$5B)
CHNG,CHNG,Change Healthcare Inc,2019-06-27,nan,2019,13.0,1.0,294326988.0,,,,,3.826250844,3.826250844,ritter-anchor,med,ticker+date,considered,~$3.8B at listing (<$5B)
PVTL,PVTL,Pivotal Software,2018-04-20,nan,2018,15.0,1.0,250336392.0,,,,,3.75504588,3.75504588,ritter-anchor,med,ticker+date,considered,~$3.8B at listing (<$5B)
BROS,BROS,Dutch Bros Inc,2021-09-15,2021-09-15,2021,23.0,1.0,163234263.0,,46767800.0,,1.0756594,3.754388049,3.754388049,ritter-anchor,med,ticker+date,considered,~$3.8B at listing (<$5B)
BKFS,BKFS,Black Knight Financial Svcs,2015-05-20,nan,2015,24.5,1.0,152829000.0,,,,,3.7443105,3.7443105,ritter-anchor,med,ticker+date,considered,~$3.7B at listing (<$5B)
CVRR,CVRR,CVR Refining LP,2013-01-16,2013-01-17,2013,25.0,1.0,151200000.0,,147600000.0,,3.69,3.78,3.735,auto:ritter+yf,high,ticker+date,considered,~$3.7B at listing (<$5B)
SWCH,SWCH,Switch Inc,2017-10-06,nan,2017,17.0,1.0,216568963.0,,,,,3.681672371,3.681672371,ritter-anchor,med,ticker+date,considered,~$3.7B at listing (<$5B)
WB,WB,Weibo Corp,2014-04-17,2014-04-17,2014,17.0,2.0,197238000.0,,215700992.0,,3.666916864,,3.666916864,single:yf,low,ticker+date,considered,~$3.7B at listing (<$5B)
DUOL,DUOL,Duolingo Inc,2021-07-28,2021-07-28,2021,102.0,1.0,35892152.0,16645000.0,11293700.0,1.69779,1.1519574,3.660999504,3.660999504,ritter-anchor,med,ticker+date,considered,~$3.7B at listing (<$5B)
TXG,TXG,10X Genomics Inc,2019-09-12,2019-09-12,2019,39.0,1.0,93849660.0,96118804.0,93849696.0,3.748633356,3.660138144,3.66013674,3.660138144,auto:edgar+ritter+yf,high,ticker+date,considered,~$3.7B at listing (<$5B)
DRVN,DRVN,Driven Brands Holdings Inc,2021-01-15,2021-01-19,2021,22.0,1.0,,167411840.0,164710000.0,3.68306048,3.62362,,3.65334024,auto:edgar+yf,high,ticker+date,considered,~$3.7B at listing (<$5B)
VIA,VIA,"Via Transportation, Inc.",2025-09-12,nan,2025,46.0,1.0,79357039.0,,,,,3.650423794,3.650423794,ritter-anchor,med,ticker+date,considered,~$3.7B at listing (<$5B)
CWAN,CWAN,"Clearwater Analytics Holdings,",2021-09-24,2021-09-24,2021,18.0,1.0,231478541.0,,172950000.0,,3.1131,4.166613738,3.639856869,auto:ritter+yf,high,ticker+date,considered,~$3.6B at listing (<$5B)
VNTV,VNTV,Vantiv Inc,2012-03-21,nan,2012,17.0,1.0,213398000.0,,,,,3.627766,3.627766,ritter-anchor,med,ticker+date,considered,~$3.6B at listing (<$5B)
CWK,CWK,Cushman & Wakefield Plc,2018-08-02,2018-08-02,2018,17.0,1.0,,215749169.0,208422000.0,3.667735873,3.543174,,3.6054549365,auto:edgar+yf,high,ticker+date,considered,~$3.6B at listing (<$5B)
WAY,WAY,Waystar Holding Corp.,2024-06-07,nan,2024,21.5,1.0,,166659634.0,,3.583182131,,,3.583182131,single:edgar,low,ticker+date,considered,~$3.6B at listing (<$5B)
VTEX,VTEX,VTEX,2021-07-21,2021-07-21,2021,19.0,1.0,187258580.0,,71389504.0,,1.356400576,3.55791302,3.55791302,ritter-anchor,med,ticker+date,considered,~$3.6B at listing (<$5B)
GLBE,GLBE,Global-E Online Ltd,2021-05-12,2021-05-12,2021,25.0,1.0,,,142236992.0,,3.5559248,,3.5559248,single:yf,low,ticker+date,considered,~$3.6B at listing (<$5B)
OLO,OLO,Olo Inc,2021-03-17,nan,2021,25.0,1.0,142012926.0,,,,,3.55032315,3.55032315,ritter-anchor,med,ticker+date,considered,~$3.6B at listing (<$5B)
FIGS,FIGS,Figs Inc,2021-05-27,2021-05-27,2021,22.0,1.0,160147810.0,,161386000.0,,3.550492,3.52325182,3.5368719100000003,auto:ritter+yf,high,ticker+date,considered,~$3.5B at listing (<$5B)
LTH,LTH,Life Time Group Holdings Inc,2021-10-07,2021-10-07,2021,18.0,1.0,,193059950.0,198119008.0,3.4750791,3.566142144,,3.520610622,auto:edgar+yf,high,ticker+date,considered,~$3.5B at listing (<$5B)
CERT,CERT,Certara Inc,2020-12-11,2020-12-11,2020,23.0,1.0,,152979479.0,152682000.0,3.518528017,3.511686,,3.5151070085000002,auto:edgar+yf,high,ticker+date,considered,~$3.5B at listing (<$5B)
PWSC,PWSC,PowerSchool Holdings Inc,2021-07-28,nan,2021,18.0,1.0,192954251.0,,,,,3.473176518,3.473176518,ritter-anchor,med,ticker+date,considered,~$3.5B at listing (<$5B)
NXT,NXT,Nextracker Inc,2023-02-09,2023-02-09,2023,24.0,1.0,144073712.0,45869190.0,45869200.0,1.10086056,1.1008608,3.457769088,3.457769088,ritter-anchor,med,ticker+date,considered,~$3.5B at listing (<$5B)
NVST,NVST,Envista Hldg Corp,2019-09-18,2019-09-18,2019,22.0,1.0,,158651200.0,154636000.0,3.4903264,3.401992,,3.4461592,auto:edgar+yf,high,ticker+date,considered,~$3.4B at listing (<$5B)
BNTX,BNTX,BioNTech SE,2019-10-10,2019-10-10,2019,15.0,2.0,226262336.0,226779744000.0,229462000.0,,3.44193,,3.44193,single:yf,low,ticker+date,considered,~$3.4B at listing (<$5B)
ZIP,ZIP,"ZipRecruiter, Inc",2021-05-26,2021-05-26,2021,18.0,1.0,189336491.0,,104600000.0,,1.8828,3.408056838,3.408056838,ritter-anchor,med,ticker+date,considered,direct listing (no underwriter/lockup) - excluded by spec
KC,KC,Kingsoft Cloud Holdings Ltd,2020-05-08,2020-05-08,2020,17.0,2.0,3078966493.0,,200264000.0,,3.404488,,3.404488,single:yf,low,ticker+date,considered,~$3.4B at listing (<$5B)
ALHC,ALHC,Alignment Healthcare Inc,2021-03-26,2021-03-26,2021,18.0,1.0,,187273782.0,187274000.0,3.370928076,3.370932,,3.370930038,auto:edgar+yf,high,ticker+date,considered,~$3.4B at listing (<$5B)
SNDR,SNDR,Schneider National Inc,2017-04-06,2017-04-06,2017,19.0,1.0,173538390.0,,177246000.0,,3.367674,3.29722941,3.332451705,auto:ritter+yf,high,ticker+date,considered,~$3.3B at listing (<$5B)
AZEK,AZEK,AZEK Co Inc,2020-06-12,nan,2020,23.0,1.0,144111994.0,,,,,3.314575862,3.314575862,ritter-anchor,med,ticker+date,considered,~$3.3B at listing (<$5B)
RSKD,RSKD,Riskified Ltd,2021-07-29,2021-07-29,2021,21.0,1.0,157625498.0,,157476992.0,,3.307016832,3.310135458,3.308576145,auto:ritter+yf,high,ticker+date,considered,~$3.3B at listing (<$5B)
EVCM,EVCM,EverCommerce Inc,2021-07-01,2021-07-01,2021,17.0,1.0,,195336835.0,192484000.0,3.320726195,3.272228,,3.2964770975000004,auto:edgar+yf,high,ticker+date,considered,~$3.3B at listing (<$5B)
GEMI,GEMI,"Gemini Space Station, Inc.",2025-09-12,nan,2025,28.0,1.0,117083333.0,,,,,3.278333324,3.278333324,ritter-anchor,med,ticker+date,considered,~$3.3B at listing (<$5B)
ASAN,ASAN,"Asana, Inc.",2020-09-30,2020-09-30,2020,21.0,1.0,151316000.0,161480000.0,154610000.0,3.39108,3.24681,3.177636,3.24681,auto:edgar+ritter+yf,high,ticker+date,considered,direct listing (no underwriter/lockup) - excluded by spec
SLQT,SLQT,SelectQuote Inc,2020-05-21,2020-05-21,2020,20.0,1.0,,162566475.0,161816992.0,3.2513295,3.23633984,,3.24383467,auto:edgar+yf,high,ticker+date,considered,~$3.2B at listing (<$5B)
PANW,PANW,Palo Alto Networks Inc,2012-07-19,2012-07-20,2012,42.0,1.0,,68450201.0,85908900.0,2.874908442,3.6081738,,3.241541121,auto:edgar+yf,high,ticker+date,considered,~$3.2B at listing (<$5B)
NXPI,NXPI,NXP Semiconductors NV,2010-08-05,2010-08-06,2010,14.0,1.0,,4305030000.0,230840000.0,,3.23176,,3.23176,single:yf,low,ticker+date,considered,~$3.2B at listing (<$5B)
FHB,FHB,First Hawaiian,2016-08-04,2016-08-05,2016,23.0,1.0,,139536657.0,139537000.0,3.209343111,3.209351,,3.2093470555,auto:edgar+yf,high,ticker+date,considered,~$3.2B at listing (<$5B)
PSTG,PSTG,Pure Storage Inc,2015-10-07,2015-10-07,2015,17.0,1.0,185057000.0,,190140000.0,,3.23238,3.145969,3.1891745,auto:ritter+yf,high,ticker+date,considered,~$3.2B at listing (<$5B)
GPRO,GPRO,GoPro Inc,2014-06-26,2014-06-26,2014,24.0,1.0,125811000.0,,137524000.0,,3.300576,3.019464,3.1600200000000003,auto:ritter+yf,high,ticker+date,considered,~$3.2B at listing (<$5B)
AMH,AMH,American Homes 4 Rent,2013-07-31,2013-08-01,2013,16.0,1.0,185491294.0,,208097000.0,,3.329552,2.967860704,3.148706352,auto:ritter+yf,high,ticker+date,considered,~$3.1B at listing (<$5B)
GDDY,GDDY,GoDaddy Inc,2015-04-01,2015-03-31,2015,20.0,1.0,152251200.0,155351000.0,155250000.0,3.10702,3.105,3.045024,3.105,auto:edgar+ritter+yf,high,ticker+date,considered,~$3.1B at listing (<$5B)
PACS,PACS,"PACS Group, Inc.",2024-04-11,2024-04-11,2024,21.0,1.0,,24642856.0,147772992.0,0.517499976,3.103232832,,3.103232832,single:yf,low,ticker+date,considered,~$3.1B at listing (<$5B)
ACT,ACT,Enact Holdings Inc,2021-09-16,2021-09-16,2021,19.0,1.0,,162840309.0,162840000.0,3.093965871,3.09396,,3.0939629355,auto:edgar+yf,high,ticker+date,considered,~$3.1B at listing (<$5B)
POSH,POSH,Poshmark Inc,2021-01-14,nan,2021,42.0,1.0,73147937.0,,,,,3.072213354,3.072213354,ritter-anchor,med,ticker+date,considered,~$3.1B at listing (<$5B)
ST,ST,Sensata Tech Hldg NV,2010-03-10,2010-03-11,2010,18.0,1.0,,,170181000.0,,3.063258,,3.063258,single:yf,low,ticker+date,considered,~$3.1B at listing (<$5B)
BLLN,BLLN,"BillionToOne, Inc.",2025-11-06,nan,2025,60.0,1.0,44720379.0,,,,,2.68322274,2.68322274,ritter-anchor,med,ticker+date,considered,too recent: IPO 2025-11-06; +180 td outcome not yet observable
NP,NP,Neptune Insurance Holdings Inc,2025-10-01,nan,2025,20.0,1.0,138035000.0,96185000.0,,1.9237,,2.7607,2.3422,auto:edgar+ritter,high,ticker+date,considered,too recent: IPO 2025-10-01; +180 td outcome not yet observable
AERO,AERO,"Grupo Aeromexico, S.A.B. de C.",2025-11-06,nan,2025,19.0,2.0,1459034090.0,1459034090.0,,,,,,unresolved,none,ticker+date,considered,too recent: IPO 2025-11-06; +180 td outcome not yet observable
ET,ET,ExactTarget Inc,2012-03-21,2006-02-03,2012,19.0,1.0,,279955608.0,1160359936.0,5.319156552,22.046838784,,22.046838784,single:yf,low,ticker+date,drop,ticker reused by another company (yfinance first trade 2006-02-03 != IPO 2012-03-21)
MBLY,MBLY,Mobileye NV,2014-08-01,2022-10-26,2014,25.0,1.0,,,795761984.0,,19.8940496,,19.8940496,single:yf,low,ticker+date,drop,ticker reused by another company (yfinance first trade 2022-10-26 != IPO 2014-08-01)
Q,Q,Quintiles Transnational Hold,2013-05-08,2025-10-27,2013,40.0,1.0,,,209433618.0,,8.37734472,,8.37734472,single:yf,low,ticker+date,drop,ticker reused by another company (yfinance first trade 2025-10-27 != IPO 2013-05-08)
SAIL,SAIL,SailPoint Tech Hldg Inc,2017-11-17,2025-02-13,2017,12.0,1.0,,,546560000.0,,6.55872,,6.55872,single:yf,low,ticker+date,drop,ticker reused by another company (yfinance first trade 2025-02-13 != IPO 2017-11-17)
PATH,PATH,NuPathe Inc,2010-08-05,2021-04-21,2010,10.0,1.0,,,519153984.0,,5.19153984,,5.19153984,single:yf,low,ticker+date,drop,ticker reused by another company (yfinance first trade 2021-04-21 != IPO 2010-08-05)
WRD,WRD,Wildhorse Resource Dvlp Corp,2016-12-14,2024-10-25,2016,15.0,1.0,,,271377984.0,,4.07066976,,4.07066976,single:yf,low,ticker+date,drop,ticker reused by another company (yfinance first trade 2024-10-25 != IPO 2016-12-14)
BUFF,BUFF,Blue Buffalo Pet Products Inc,2015-07-22,2016-10-21,2015,20.0,1.0,,,196515000.0,,3.9303,,3.9303,single:yf,low,ticker+date,drop,ticker reused by another company (yfinance first trade 2016-10-21 != IPO 2015-07-22)
INOV,INOV,Inovalon Holdings Inc,2015-02-12,2023-11-01,2015,27.0,1.0,144479367.0,,,,,3.900942909,3.900942909,ritter-anchor,med,ticker+date,drop,ticker reused by another company (yfinance first trade 2023-11-01 != IPO 2015-02-12)
PINC,PINC,Premier Inc,2013-09-27,2025-11-25,2013,27.0,1.0,140760000.0,,,,,3.80052,3.80052,ritter-anchor,med,ticker+date,drop,ticker reused by another company (yfinance first trade 2025-11-25 != IPO 2013-09-27)
P,P,Pandora Media Inc,2011-06-14,2015-10-06,2011,16.0,1.0,,,213417000.0,,3.414672,,3.414672,single:yf,low,ticker+date,drop,ticker reused by another company (yfinance first trade 2015-10-06 != IPO 2011-06-14)
SNOW,SNOW,Intrawest Resorts Holdings,2014-01-31,2020-09-16,2014,12.0,1.0,,,276695008.0,,3.320340096,,3.320340096,single:yf,low,ticker+date,drop,ticker reused by another company (yfinance first trade 2020-09-16 != IPO 2014-01-31)
FRSH,FRSH,Papa Murphy's Holdings Inc,2014-05-02,2021-09-22,2014,11.0,1.0,,,281432992.0,,3.095762912,,3.095762912,single:yf,low,ticker+date,drop,ticker reused by another company (yfinance first trade 2021-09-22 != IPO 2014-05-02)
SN,SN,Sanchez Energy Corp,2011-12-13,2023-07-31,2011,22.0,1.0,,,138983008.0,,3.057626176,,3.057626176,single:yf,low,ticker+date,drop,ticker reused by another company (yfinance first trade 2023-07-31 != IPO 2011-12-13)
SG,SG,"Sweetgreen, Inc.",2021-11-18,2021-11-18,2021,28.0,1.0,106999352.0,96076681.0,106312000.0,2.690147068,2.976736,2.995981856,2.976736,auto:edgar+ritter+yf,high,ticker+date,drop,~$3.0B at listing (well below $5B)
LEGN,LEGN,Legend Biotech Corp,2020-06-05,2020-06-05,2020,23.0,2.0,258485107.0,,129352000.0,,2.975096,,2.975096,single:yf,low,ticker+date,drop,~$3.0B at listing (well below $5B)
CON,CON,Concentra Group Hldings Parent,2024-07-25,nan,2024,23.5,1.0,,126593503.0,,2.9749473205,,,2.9749473205,single:edgar,low,ticker+date,drop,~$3.0B at listing (well below $5B)
LPLA,LPLA,LPL Investment Holdings Inc,2010-11-18,2010-11-18,2010,30.0,1.0,,108714757.0,89394900.0,3.26144271,2.681847,,2.971644855,auto:edgar+yf,high,ticker+date,drop,~$3.0B at listing (well below $5B)
SQ,SQ,Square Inc,2015-11-19,nan,2015,9.0,1.0,327944711.0,,,,,2.951502399,2.951502399,ritter-anchor,med,ticker+date,drop,~$3.0B at listing (well below $5B)
WWAV,WWAV,The WhiteWave Foods Co,2012-10-26,nan,2012,17.0,1.0,173000000.0,,,,,2.941,2.941,ritter-anchor,med,ticker+date,drop,~$2.9B at listing (well below $5B)
RXRX,RXRX,Recursion Pharmaceuticals Inc,2021-04-16,2021-04-16,2021,18.0,1.0,162155127.0,168320745.0,159912992.0,3.02977341,2.878433856,2.918792286,2.918792286,auto:edgar+ritter+yf,high,ticker+date,drop,~$2.9B at listing (well below $5B)
